Name	Latitude	Longitude	Category	Description
Vietnam	36.43353	-94.22999	History	The 1954 Geneva Accords temporarily divided Vietnam into Communist-controlled North Vietnam and nationalist-controlled South Vietnam. Three years later South Vietnamese Communists, called Vietcong, began rebelling. To try to halt the spread of Communism, America sent military advisors to Vietnam. In 1964, Congress passed the Tonkin Gulf Resolution which granted the President the power to escalate American military involvement. In 1965, massive bombing of North Vietnam began and the first U.S. combat troops arrived in Vietnam. Despite the escalation, the war became bogged down in a stalemate. The Tet offensive in 1968 stunned Americans as coordinated attacks by the Vietcong and North Vietnamese regulars swept South Vietnam. Opposition to the war strengthened and in 1973, the United States signed a peace agreement and began withdrawing its forces from Vietnam. Deaths: 58,204 Wounds: 153,303 [Image caption] Rangers: Vietnam [Map]'A Tragic Conflict in Southeast Asia'
Persian Gulf War	36.43353	-94.22999	History	In 1961 and again in 1973, Iraq had claimed that the nation of Kuwait was part of Iraq. On August 2, 1990, Iraq troop invaded the disputed area claimed by Kuwait. Iraqi invaders looted Kuwait, then headed toward Saudi Arabia. For several months, the United States organized an international coalition against Iraqi aggression. On January 16, 1991, the U.S. and it's allies launched Operation Desert Storm by staging a massive assault against Iraq. On February 23, a successful air and ground offensive was launched from Saudi Arabia, which liberated Kuwait and defeated the Iraqi Forces. A cease-fire was announced on February 28th. Operation Desert Storm was over. Although the war was a decisive military victory for the U.S.-led coalition, the property damage in Kuwait and Iraq was enormous.
War on Terrorism	36.43353	-94.22999	History	The paradox of power is that a weaker nation will seek help from a stronger nation to resolve a problem, then hate the stronger nation because the weaker nation could not solve the problem themselves. Though it was not realized at the time, America's war on terrorism began in 1983 when Marine Corps barracks in Lebanon were bombed, killing 266 and wounding 169. Other acts of terrorism occurred over the next two decades. Most notable of these were the atrocity in Somalia, the tragedy at the Khobar Towers in Saudi Arabia, and the attack on the USS Cole. However, America was unprepared for the acts of terrorism on September 11, 2001, when hijacked airplanes crashed into the World Trade Center and the Pentagon, killing thousands. Amidst their shock and sorrow, Americans also found strength and unity. The Bush administration quickly began a massive investigation into the attack, and the President vowed not only to hunt down the culprits, but also to eradicate all forms of terrorism.'The battle will take time and resolve,' Bush declared,'but make no mistake about it: we will win.' The battle continues.
The War in Afghanistan	36.43353	-94.22999	History	The devastating September 11, 2001, attacks on American soil rattled the nation's morale as it became clear the Al Qaeda terrorists sought nothing less than the destruction of the United States of America. Leaders of Al Qaeda had taken refuge in landlocked Afghanistan, controlled by Islamic fundamentalists called the Taliban. When the Taliban refused to hand over leaders of Al Qaeda, the United States launched attacks against the Taliban and Al Qaeda forces, and began to provide financial aid to opposition groups in late 2001. Working with anti-Taliban insurgents, United States and allied forces killed or captured many Taliban and Al Qaeda fighters and drove the Taliban from power throughout the country. Al Qaeda leaders were able to escape into the remove snowy mountains of the Pakistan-Afghanistan border region where the search continues, though many have been captured or killed. NATO Forces have been introduced into the country to assume various duties, and a President has been elected.'Retribution Continues...' [map]
Operation Iraqi Freedom	36.43353	-94.22999	History	After Iraq's defeat in the Persian Gulf War, the Iraqi dictator ignored numerous United Nations Resolutions which resulted in America declaring a'regime change' as an official goal of U.S. policy. In the context of the new terrorist threat after 9/11, the Bush administration accused the Iraqi regime of gross wrongdoing: oppressing its own people, frustrating the U.N. weapons inspectors, developing weapons of mass destruction, and supporting terrorist organizations like Al Qaeda. Majorities in both houses of Congress passed a resolution in 2002 which authorized the president to employ armed forces against Iraq. The long-anticipated invasion of Iraq began on March 19, 2003, and the once-vaunted Iraqi military machine collapsed immediately. Iraqi factions jockeyed for political position in the post-dictator era. Insurgents, aided by militants drawn from other Islamic nations, repeatedly attacked American troops. Even though, sectarian violence has claimed the lives of tens of thousands of Iraqi', democratic elections have taken place, a Prime Minister has been installed, and a Constitution has been ratified.'A Democratic Hope in the Middle East' [map]
Victory in the Pacific	36.43354	-94.22999	History	The Japanese attack on our military installations in Hawaii was only one of a series of victories in late 1941 and early 1942 gained by them. By the summer of 1942 Japan controlled huge portions of Asia and the Pacific. Fortunately for the United States, the Pacific Fleet's submarines and aircraft carriers were not destroyed by the Japanese sneak attack. By the middle of 1942 America had stopped Japanese expansion in the Battles of Coral Sea and Midway and Guadalcanal. The strategy of island hopping to avoid enemy strongholds was adopted, though not all could be evaded. Before the war would end the American Armed Forces would count at least twenty-one major campaigns, engage in over thirty-six battles, and conduct countless sea-to-land assaults. As the Allies pushed closer to the Japanese homeland the landings became bloodier. The atomic bombings on August 6th and 9th resulted in the surrender of the Japanese and the end of World War II on 2 September 1945. [Photo of the flag raising on Iwo Jima] [Image captions read] Philippine Islands USS Missouri
Victory in the Pacific	36.43354	-94.22999	History	<a href='https://www.hmdb.org/m.asp?m=91992' target='_blank'>Visit the website</a> for more info.
The Terrible Cost of World War II	36.43359	-94.22983	History	<a href='https://www.hmdb.org/m.asp?m=91985' target='_blank'>Visit the website</a> for more info.
The War Between the States	36.43359	-94.22983	History	<a href='https://www.hmdb.org/m.asp?m=91678' target='_blank'>Visit the website</a> for more info.
The Years Between	36.43359	-94.22983	History	<a href='https://www.hmdb.org/m.asp?m=91952' target='_blank'>Visit the website</a> for more info.
Triumph in Europe	36.43359	-94.22983	History	<a href='https://www.hmdb.org/m.asp?m=91954' target='_blank'>Visit the website</a> for more info.
War with Spain	36.43359	-94.22983	History	<a href='https://www.hmdb.org/m.asp?m=91849' target='_blank'>Visit the website</a> for more info.
Women in World War II	36.43359	-94.22983	History	<a href='https://www.hmdb.org/m.asp?m=91956' target='_blank'>Visit the website</a> for more info.
World War I	36.43359	-94.22983	History	<a href='https://www.hmdb.org/m.asp?m=91850' target='_blank'>Visit the website</a> for more info.
World War II Home Front	36.43359	-94.22983	History	<a href='https://www.hmdb.org/m.asp?m=92187' target='_blank'>Visit the website</a> for more info.
The War Between the States	36.43359	-94.22983	History	The immediate cause of the War Between the States was the election of Abraham Lincoln to the Presidency of the United States in 1860. The deeper cause, however, was the issue of states' rights. The question of states' rights was based on the belief that the United States was a union of independent commonwealths, and that the general government was merely their agent. Thus, when matters could not be resolved, the South felt free to assert their independence and form a new government. The North, however, assumed that Federal Government to be supreme, believed the Union to be one and inseparable, and secession to be a violation of the national compact. In 1861 Confederate forces fired on Fort Sumter, South Carolina, igniting a war between the states. Heavy casualties in the early battles of the war shattered both sides' illusions that the war would end swiftly. Lincoln ennobled the war in 1863 when he issued the Emancipation Proclamation. The proclamation did not free any slaves immediately, but it gave the war a high moral purpose. The two most decisive actions of the war occurred in July 1863. The battle of Gettysburg began on July 1 when Confederate forces encountered Union cavalry near the sleepy Pennsylvania town. The three-day battle produced staggering losses: 23,000 Union men and 28,000 Confederates were killed or wounded. After the battle, the Confederates gave up any hopes of invading the North and turned back to Virginia. While the Army of the Potomac was destroying Confederate hopes at Gettysburg, Union forces fought to gain control of the Mississippi River by laying siege to the Confederate stronghold at Vicksburg, Mississippi. The Confederacy would never recover from the loss at Gettysburg or the surrender of Vicksburg. After four years of bloody warfare, the recognized end of the war came with the surrender of the Army of Northern Virginia to Union forces at Appomattox Court House, Virginia, in April 1865. The Gettysburg Address November 19, 1863 Four score and seven years ago our fathers brought forth on this continent, a new nation, conceived in Liberty, and dedicated to the proposition that all men are created equal. Now we are engaged in a great civil war, testing whether that nation, or any nation so conceived and so dedicated, can long endure. We are met on a great battle-field of that war. We have come to dedicate a portion of that field, as a final resting place for those who here gave their lives that that nation might live. It is altogether fitting and proper that we should do this. But, in a larger sense, we can not dedicate -- we can not consecrate -- we can not hallow -- this ground. The brave men, living and dead, who struggled here, have consecrated it, far above our poor power to add or detract. The world will little note, nor long remember what we say here, but it can never forget what they did here. It is for us the living, rather, to be dedicated here to the unfinished work which they who fought here have thus far so nobly advanced. It is rather for us to be here dedicated to the great task remaining before us -- that from these honored dead we take increased devotion to that cause for which they gave the last full measure of devotion -- that we here highly resolve that these dead shall not have died in vain -- that this nation, under God, shall have a new birth of freedom -- and that government of the people, by the people, for the people, shall not perish from the earth. [Image captions read] The Twentieth Maine - Gettysburg The Fourth Alabama - Manassas The Ninth Illinois - Shiloh [Map title reads]'America Bares her Soul in the Great War Between the States'
War with Spain	36.43359	-94.22983	History	There were two principal causes for the war with Spain. The first was the brutality of the methods by which the Spanish Colonial authorities sought to suppress the revolution that began in Cuba in 1859 - methods that outraged the American sense of morality. The second was the mysterious explosion on the battleship USS Maine, which occurred on February 15, 1898, while on a goodwill visit to Havana. Investigations after the war concluded the explosion was accidental, but at the time almost everyone assumed that the Spanish had destroyed the ship. In April America declared war on Spain. The American Army landed some weeks later, and following the Battle of Kettle Hill the Spanish surrendered. As a result of this four-month long war, the United States gained the Philippines, Puerto Rico, and Guam. Fierce fighting continued in the Philippines for another four years, however, before the insurgency there was brought under control. [Illustration caption reads] The Rough Riders
World War I	36.43359	-94.22983	History	The war to end all wars' began following the assassination of the Archduke of Austria-Hungary in the summer of 1914. Before the summer was over Great Britain, France, Russia, and their allies were at war with Germany, Austria-Hungary, and their allies. Despite its invasion of France, the [C]entral [P]owers were unable to capture Paris and were forced to entrench north of the Marne River. There followed years of trench warfare which would only end with the cessation of hostilities. In 1914 most Americans wanted to stay out of the fighting. However, cultural and economic ties with the western European Allies, and anger at Germany's unrestricted submarine warfare brought the United States into the war in April 1917. For a short period of time Americans served as replacements for allied casualties, but General Pershing, who commanded the American Expeditionary Force[s], believed in aggressive combat and felt that three years of trench warfare had made the allies too defensive, changed that protocol. Thereafter American soldiers fought as an independent force. During May 1918 the Germans launched their spring offensive and smashed to within fifty miles of Paris. The Americans helped stop the German advance at Cantigny, and several weeks later played a major role in throwing back German attacks at Chateau-Thierry and Belleau Wood. In July and August they helped win the Second Battle of the Marne River. In September the Americans mounted offensives against the enemy at Saint Mihiel, and, in the largest American action at Meuse-Argonne. The Germans requested an Armistice in October. On the 11th hour of the 11th day of the 11th month of 1918, the guns fell silent, and the world was at peace. American Casualties Deaths 116,515 Wounds 204,002 [Illustration captions read] Two Down to Glory The Highest Possible Courage
The Years Between	36.43359	-94.22983	History	The periods from the end of World War I to 1929 could be accurately described as'boom to bust'. Great new technologies such as the family automobile, talking pictures, radio, and commercial air service were being woven into American lives. Compared to pre-war standards Americans were confident and prosperous. Suddenly in October 1929 the bottom fell out of the stock market, precipitating the Great Depression. At the same time a new president started America on the road to recovery in 1932. By then Italy and Japan had started to invade other countries, and Germany was soon to follow an aggressive military policy. By 1939 Great Britain and France were at war with Germany, and through the Lend-Lease Program the United States began to build and ship war materials to our allies. Following the 1940 election, American industry began a steady growth, and with the attack on Pearl Harbor, the United States became the greatest industrial nation in the world.
Triumph in Europe	36.43359	-94.22983	History	Following World War I, the United States remained isolated from world affairs as economic and political factors led to the rise of nationalistic powers in the Soviet Union, Germany, Italy, and Japan. A series of bold moves by Germany and weak countermoves by Allied leaders triggered World War II in Europe when Germany invaded Poland in September 1939. Hoping to remain insulated, the United States provided aid to nations resisting the Axis Powers, but was drawn into the war when Japan launched her surprise attack on America's Pacific Fleet at Pearl Harbor, Hawaii. President Roosevelt proclaimed'...December 7, 1941 a day that will live in infamy...'. On December 8 Congress declared war on Japan. Germany and Italy declared war on the United States three days later. The Allies agreed that the liberation of Europe would be their first priority. Beginning with the invasion of Africa in November 1942, the Allies then invaded Italy, through Sicily, in the spring of 1943. Despite Italy's surrender that summer, stubborn German resistance prolonged the fighting in Italy until the very closing days of the war. The awesome Normandy Invasion began the morning of June 6, 1944 and was followed by the liberation of France. As 1944 drew to a close, German forces launched their last desperate offensive known as the Battle of the Bulge. With staggering losses German forces began defensive actions on German soil. Finally, on May 8, 1945 Germany surrendered. The war in Europe was over, but the war with Japan in the Pacific continued. [Illustration caption reads] Battle of the Winter Line - Italy [Map of Europe]
Women in World War II	36.43359	-94.22983	History	During the war more than 300,000 women would join the armed forces, many helping to free men to fight on the battlefronts. They served in both the European and Pacific Theaters of Operation as clerks, radio operators, mechanics, ferry pilots, and, of course, nurses. More than 60,000 served as nurses in the Army Nurse Corps. Of this number more than two hundred died, sixteen were killed by enemy action, sixty-eight became prisoners, and many were decorated for bravery. The majority of Navy nurses served state-side, although some were caught up in the Bataan/Corregidor fighting. Approximately 150,000 women served in the Army (WACS), about 100,000 women served in the Navy (WAVES), and the Marines and Coast Guard each had its own womens' service element. While the uniform varied, their dedication to the task at hand was universally exceptional.
The Terrible Cost of World War II	36.43359	-94.22983	History	SACRIFICE: In 1939 the active United States military totaled 335,000, and during the conflict more than 16 million men and women had served. Tens of millions of men and women throughout the world were in military service in other nations of the world. HUMAN SUFFERING: At war's end America had sustained 1,000,000 casualties, nearly 300,000 killed and 700,000 wounded. Throughout the world it is estimated that the total of military and civilian deaths amounted to over 53,000,000. In the countries where battles were fought millions of people were left homeless and entire cities and towns had to be rebuilt. MATERIAL COST: The United States lost 59,000 aircraft, 157 naval vessels and 866 merchant ships. Worldwide over 254,000 aircraft fell from the skies and over 11,000 naval and merchant ships now rest on ocean floors. The direct economic cost to the world has been estimated at one trillion six hundred million dollars.
World War II Home Front	36.43359	-94.22983	History	Following the sneak attack on Pearl Harbor on December 7, 1941, the massive American production might was mobilized. After that attack the production of most non-essential consumer goods was halted or curtailed, and manufacturing facilities were converted to war production. A typewriter company produced machine guns, and auto plants produced bombers. Millions worked in these plants, and with so many men in the armed forces 6.5 million women eventually became factory workers. It has been stated, and probably correctly, that without the United States industrial production the war would have been lost. Everyone felt the change as normally abundant consumer goods were rationed. All metals were needed for the production of ships, planes, guns, and ammunition. Gasoline needed to propel all sorts of military equipment was in short supply. Used cooking oils were recycled to make glycerin for explosives. The disappearance of some color dyes was most evident when the dark green used on Lucky Strike cigarette packaging was changed to white, and the company's ads proclaimed'Lucky Strike Green Has Gone To War'. And go to war it did, as it was used to dye millions of Army uniforms OD (olive drab). Never in the history of the world had one nation rallied so fast and produced so much armament so rapidly. From 1939 to 1945 America produced: 41,000,000,000 rounds of ammunition 36,000,000,000 yards of cotton textiles 303,713 aircraft 211 submarines 2,400,000 military vehicles 100,000 tanks and armored vehicles 27 aircraft carriers' 10 battleships 110 escort carriers 83,000 landing craft 41,000 guns and howitzers
Leetown	36.44051	-94.05092	History	<a href='https://www.hmdb.org/m.asp?m=35505' target='_blank'>Visit the website</a> for more info.
Leetown	36.44051	-94.05092	History	The small hamlet near here included two stores, a blacksmith shop, Masonic hall, church, school and several residences. During the fighting some of the buildings were used by the Union Army as hospitals.
U.S. Army Headquarters 1862	36.44054	-94.03174	History	<a href='https://www.hmdb.org/m.asp?m=35688' target='_blank'>Visit the website</a> for more info.
U.S. Army Headquarters 1862	36.44054	-94.03174	History	This site was the camp-ground for commanding officers and headquarters of U.S. Army for Battle of Pea Ridge. Here councils of war were held. Camp for 10,500 soldiers. U.S. Army located 1 189 miles south. Depot of supplies 1 mile north of this site.
Getting Ready To Fight	36.44086	-94.03234	History	General Samuel Curtis had only 10,500 troops to hold back a Confederate army of more than 16,000 men moving toward him. Curtis had asked army headquarters in St. Louis for reinforcements. None could be sent. At the last minute, Union soldiers dug in the bluffs just north of Little Sugar Creek, about three miles southwest of here on the Telegraph Road. There - Curtis thought - his army would await Van Dorn's Confederates.
Getting Ready To Fight	36.44086	-94.03234	History	<a href='https://www.hmdb.org/m.asp?m=35496' target='_blank'>Visit the website</a> for more info.
City of Soldiers	36.44098	-94.03223	History	<a href='https://www.hmdb.org/m.asp?m=35476' target='_blank'>Visit the website</a> for more info.
City of Soldiers	36.44098	-94.03223	History	In early March 1862, these now quiet fields bustled with the clamor and constant motion of an army headquarters in time of battle. Soldiers drilled, cleaned guns, and checked ammunition. Scouts and couriers rode in to report. Officers convened for councils of war. Mules brayed and teamsters swore. Teams pulling wagons and artillery rattled by. Here, across the road from Samuel Pratt's store, decisions were made that would determine the fate of two armies - and the state of Missouri. A temporary city of soldiers covered the field before you and the surrounding area. Here you would have seen the nerve center of the Union army during the two-day fight for Pea Ridge. There was heavy military traffic along the Telegraph Road that now lies in part under the battlefield tour road behind you.
The Enemy Is Behind Us!	36.44105	-94.03200	History	<a href='https://www.hmdb.org/m.asp?m=35459' target='_blank'>Visit the website</a> for more info.
The Enemy Is Behind Us!	36.44105	-94.03200	History	It was still below freezing at 10:30 a.m. March 7, 1862, when an alarmed messenger thundered into Union headquarters. The news he carried was startling: Confederates were moving down the Telegraph Road a mile north of Elkhorn Tavern. All of General Curtis's careful troop positioning for a battle at Little Sugar Creek - to the south - was now useless. As gunfire from the far side of Elkhorn Mountain and the fields north of Leetown grew louder, Curtis had to move his remaining troops to prepare for the Confederate attack. Blue-coated regiments reversed direction and rushed past their vulnerable supply wagons to confront the enemy.
A Village Full of Wounded Men	36.44119	-94.05073	History	Entering a little clearing, we discovered the yellow hospital flags fluttering from the gables of every house in the hamlet of Leetown, and the surgeons busy with the sad, yet humane task that was theirs to perform. Lyman G. Bennett, private, 36th Illinois Infantry Regiment The quarter-mile-long trail you see ahead leads to the site of Leetown, Arkansas. Today the woods and meadows of the Pea Ridge battlefield appear to be an uninhabited wilderness. During the Civil War, this whole area was a patchwork quilt of working farms and woodlots. Leetown was made up of a dozen or so log-and-frame homes and outbuildings. As intense fighting ranged nearby in Oberson's cornfield and Morgan's Woods, stretcher bearers carried the wounded of both armies to Leetown, the closest place offering shelter from the winter weather. All the space in the houses was taken over by injured and dying soldiers. Yellow flags guided the walking wounded to medical attention. This 1862 illustration from Harper's Weekly magazine shows Union surgeons working in a combat aid station very similar to those set up in the houses here. No Civil War-era drawing that shows Leetown is known to exist. Battlefield artists did not follow the armies that fought in Arkansas in 1862. Today no structure remains in the clearing where Leetown once was.
A Village Full of Wounded Men	36.44119	-94.05073	History	<a href='https://www.hmdb.org/m.asp?m=35503' target='_blank'>Visit the website</a> for more info.
They Passed This Way	36.44258	-94.02944	History	<a href='https://www.hmdb.org/m.asp?m=35436' target='_blank'>Visit the website</a> for more info.
They Passed This Way	36.44258	-94.02944	History	Long time we travel on way to new land.... Womens cry... Children cry and men cry...but they say nothing and just put heads down and keep on go towards West. Many days pass and people die very much.' -Recollection of a survivor of the Trail of Tears The Trail of Tears - Land Route After passage of the Indian Removal Act of 1830, the United States government forced tens of thousands of American Indians to leave their ancestral lands in the southeast for new homes in Indian Territory (present-day Oklahoma). They traveled over established land and water routes, all of which led through Arkansas. Rather than risk disease and other hazards of summer travel, many groups left in the fall and faced, instead, treacherous winter weather. Thousands died during the ordeal - remembered today as the Trail of Tears. Despite the hardships of the journey, the people of the five tribes of the Southeast established new lives in the West. They stand now as successful sovereign nations, proudly preserving cultural traditions, while adapting to the challenges of the 21st century. Federal Indian Removal In the 1830s, the federal government forcibly removed approximately 16,000 Cherokee, 21,000 Muscogee (Creek), 9,000 Choctaw, 6,000 Chickasaw, and 4,000 Seminole from the southeastern United States. Federal Indian removal policy aroused fierce and bitter debate. Supporters of the policy claimed it was a benevolent action to save the tribes east of the Mississippi River from being overwhelmed and lost in the onslaught of an expanding American population. Opponents decried its inhumanity and the tragic consequences it would have for the Indian peoples. One thing was certain: removal freed millions of acres of Indian lands for use by American settlers. Trail of Tears National Historic Trail In 1987, to commemorate this tragic chapter in American history, the United States Congress designated the primary land and water routes of the Cherokee removal as the Trail of Tears National Historic Trail. Today the National Park Service partners with the southeastern tribes the Trail of Tears Association and other non-government organizations federal, state, and local agencies and private landowners to foster the appreciation and preservation of historic sites and segments and to tell the story of forced removal of the Cherokee people and other American Indian tribes. You can visit certified sites, segments, and interpretive facilities along the Trail of Tears National Historic Trail by following the Auto Tour Route. Look for the official trail logo along the way. For further information, see: www.nps.gov/trte.
A Fierce Tangle in Morgans Woods	36.44429	-94.05160	History	<a href='https://www.hmdb.org/m.asp?m=35566' target='_blank'>Visit the website</a> for more info.
A Fierce Tangle in Morgans Woods	36.44429	-94.05160	History	...this battle...was a mass of mixed up confusion from beginning to end...Would to God it was night or reinforcements would come. William Watson, sergeant, 3rd Louisiana Infantry Regiment Four regiments of volunteers from Arkansas and Louisiana, moving'with all the vim and vigor [of] regulars,' ran headlong and unawares into two Illinois regiments near here. The close-range fighting was so intense that men from both armies threw themselves flat on the ground to survive the hurricane of flying lead. Military order dissolved. Squads of soldiers rushed from stump to log to tree in the thick, tangled undergrowth, kneeling to fire. An Illinois soldier later said he could not see even 20 feet ahead. Chaos and combat raged through Morgan's Woods all afternoon, as dense smoke from thousands of muskets obscured the darkening forest. (Caption under portrait on the right): Colonel Louis Hebert led the Confederate attack here. When Hebert became disoriented in the smoke-filled woods, Union soldiers took the Louisianan and two other colonels prisoner. Without leaders the Confederate regiments here lost momentum and focus.
Stand to Your Posts!	36.44463	-94.05225	History	Officers and men, you have it in your power to make or prevent another Bull Run affair. I want every man to stand to his post! Nicholas Greusel, colonel, 36th Illinois Infantry Regiment Yankee cavalrymen, mauled from a sharp fight with 7,000 Confederates, raced back across Samuel Oberson's cornfield from the belt of trees you see in the distance.'Turn back! They'll give you hell!' some troopers shouted as they sped by the infantrymen moving into line of battle. Two predominately German-speaking regiments - one from Missouri and one from Illinois - would have to stand and fight here without flinching. If they broke and ran, Pea Ridge would become as infamous as the July 1861 Union disaster at Bull Run near Washington, D.C. Two full divisions - half of the Union soldiers who fought here - were immigrants from central Europe and Germany. These so-called'Dutch' regiments volunteered in St. Louis and other towns along the Mississippi.
Stand to Your Posts!	36.44463	-94.05225	History	<a href='https://www.hmdb.org/m.asp?m=35591' target='_blank'>Visit the website</a> for more info.
A Crisis in Command	36.44476	-94.05256	History	We must not let the men know that General McCulloch is killed. Benjamin Pixley, Lieutenant, 16th Arkansas Infantry The general in charge of this half of the Confederate army - Texan Ben McCulloch - had formed his division, some 7,000 strong, just out of sight behind the trees you see in the distance. Before ordering a massive charge into Oberson's cornfield,'Old Ben,' as his troops called him, rode alone to the edge of the trees for a final scout. Yankee skirmishers behind a rail fence shot the popular general dead. No Confederate soldier or officer saw McCulloch fall. Minutes passed with no word. Finally second-in-command General James McIntosh took over, only to die while leading a charge out of the woods. With no leader to give orders for more than an hour, the momentum that might have led to a swift Confederate victory at Leetown was lost. (Captions under portraits on the lower right): General Ben McCulloch customarily wore a black velvet suit instead of a uniform. As the former Texas Ranger reconnoitered the woods' edge, he was easy to see. General James McIntosh charged at the head of the 2nd Arkansas Mounted Rifles out of the line of trees and into heavy Federal fire. He died not 200 yards from the spot where McCulloch had been slain.
A Crisis in Command	36.44476	-94.05256	History	<a href='https://www.hmdb.org/m.asp?m=35559' target='_blank'>Visit the website</a> for more info.
Save the Cannon!	36.44489	-94.05236	History	Like maddened hornets, Confederate infantrymen boiled out of Morgan's Woods, crossed Leetown Road, and swarmed toward the six Federal cannon that had unlimbered in this corner of Oberson's cornfield. Captain William Black stood in front of the cannon and fired his Colt repeating rifle to single-handedly delay the fierce assault until he fell wounded. Black bought the artillerymen time to save four of the six guns from being captured. (Caption Under Black's Portrait): William Black was 19 years old when he fought here with the 37th Illinois Infantry Regiment. Years later he received the Congressional Medal of Honor for his valor at Pea Ridge, one of four men so honored. Black survived the war and practiced law in Chicago. I saw two rebel officers rush toward Captain Black with drawn swords and demand his surrender... he struck the nearest with his sword...and leaping over his prostrate form with the agility of a tiger, he struck the other full in the face with his already empty revolver, and he fell like a stone. Samuel McKay, private, 37th Illinois Infantry Regiment
Save the Cannon!	36.44489	-94.05236	History	<a href='https://www.hmdb.org/m.asp?m=35562' target='_blank'>Visit the website</a> for more info.
That Beautiful Charge	36.44733	-94.02559	History	<a href='https://www.hmdb.org/m.asp?m=35677' target='_blank'>Visit the website</a> for more info.
That Beautiful Charge	36.44733	-94.02559	History	That beautiful charge I shall never forget with banners streaming, with drums beating, and our long line of blue coats advancing upon the double quick, with their deadly bayonets gleaming in the sunlight, and every man and officer yelling at the top of his lungs. Eugene B. Payne, captain, 37th Illinois Infantry Regiment When the bugles sounded the charge at 10:00 a.m., standing here were 10,000 Union men - an entire army visible from one place. During the Civil War such a sight was so rare that its terrifying grandeur seared itself into the memory of every man present. The Union battle line stretched about a mile across the field before you.
Dat De Shpot, Sergent!	36.44734	-94.02557	History	<a href='https://www.hmdb.org/m.asp?m=35684' target='_blank'>Visit the website</a> for more info.
Dat De Shpot, Sergent!	36.44734	-94.02557	History	I saw General Sigel sight one piece...and send a shot at the [rebel] guns that had driven us back...It went tearing in among the men and horses, killing and wounding both, and then exploded in one of the caissons...Placing his glass to his eye to note the effect of his shot, the General said'Dat de shpot, Sergent just put'em right in dare.' Samuel McKay, private, 37th Illinois Infantry Regiment General Franz Sigel ordered the Union gunners positioned here to concentrate on first one Confederate target, then another. Two hours of methodical, massed cannon fire shattered enemy battle lines and morale. Pea Ridge marked the first time this practice was used effectively in a Civil War battle. Franz Sigel learned how to handle artillery as a young officer in Germany. Sigel - the second highest ranking Union officer in the Army of the Southwest - worked his way along the lines, moving from cannon to cannon.
Confederate Sunset	36.44934	-94.02197	History	<a href='https://www.hmdb.org/m.asp?m=35671' target='_blank'>Visit the website</a> for more info.
Confederate Sunset	36.44934	-94.02197	History	As the sun set on the first day of battle, about 3,000 rebels from Missouri made their final charge here. Crossing Ben Ruddick's stubbled cornfield, they ran straight toward the muzzles of Federal cannon set wheel hub to wheel hub against a line of trees. After hours of fighting withdrawals, this last Union line held firm. Rebuffed Confederates ebbed back to Elkhorn Tavern. In the dusk, men of both armies feared they were standing on the brink of collapse. ...it was almost dark and we got so near the [Federal] battery that the fire from the guns would pass in jetting streams, through our lines. Asa Payne, private, 3rd Missouri Regiment Outnumbered, hard-pressed Union cannoneers and infantrymen regrouped and reloaded here at the edge of Ruddick's field.
A Perfect Storm of Shot and Shell	36.44944	-94.02219	History	...[the Yankees] opened a perfect storm of round and shrapnell shot and shell...[the ground] was literally ploughed up by cannon ball...It is a perfect miracle that any of us ever came out. John J. Good, captain, Dallas Texas Light Artillery, Good's Battery Here two armies lined up for a second day of fighting after a long, bitterly cold night. Confederate artillerists set up their guns along the edge of these woods. The Union battle line was only 500 yards away - a 5-minute walk - across wide open fields. At 8:00 a.m. the Union cannon bellowed out their first volley, concentrating first on the Confederate artillery positions here. Confederate gunners fired back. The roar of big guns was heard more than 50 miles away. The Yankee barrage went on nonstop for two hours. It was the largest artillery shelling of the Civil War up to that point. The unrelenting bombardment forced the surviving Confederate cannoneers - by then low on ammunition - back to safety at Elkhorn Tavern.
A Perfect Storm of Shot and Shell	36.44944	-94.02219	History	<a href='https://www.hmdb.org/m.asp?m=35672' target='_blank'>Visit the website</a> for more info.
Pea Ridge Confederate Monument	36.45295	-94.01676	History	<a href='https://www.hmdb.org/m.asp?m=242713' target='_blank'>Visit the website</a> for more info.
Pea Ridge	36.45295	-94.01676	History	(Front):The Brave Confederate dead who fell on this field Mar., 6,7, & 8 1862.The graves of our dead with the grass evergreen May yet form the footstool of Liberty's throne And each single rock in the war-path of Alight. Small yet be a rock in the Temple of Right. (Right):General James McIntosh of ArkansasOh give me the land with a grave in each spot. And names in the graves that shall not be forgot Give me the land of the wreck and the lamb, There's a grandeur in graves - There's a glory in gloom (Back):General Ben McCulloch of TexasO give me a land where the ruins are spread And the living tread light on the hearts of the dead. Or give me a land that is best by the dust. and bright with the deeds of down-trodden just. (Left):General W.Y. Slack of Missouri
Remembrance and Reunion	36.45310	-94.01667	History	<a href='https://www.hmdb.org/m.asp?m=35642' target='_blank'>Visit the website</a> for more info.
